,0,1,2,3,4,5,6,7,8,9
1,9.25698724957179,33.45101452894929,18.783949864661437,22.42281837155881,24.9598566711705,10.056371132657747,12.57149715913361,9.915450991508193,15.15184689978043,18.209572596449192
2,24.04724827209638,30.09642512302659,28.661385934361967,11.31780502104709,17.594551171443484,17.680545564556226,11.334311172798529,22.686096066572354,19.07903964629007,10.182004113595935
3,17.757848172355843,18.59430965976991,41.90136056397331,23.318724277135573,16.635671371636462,19.125121085928246,15.063864319340896,16.32825451789857,18.169035640664305,16.551500795387245
4,22.21240508531121,53.98308904275521,24.12854026776202,19.30986317690979,15.94901410333441,18.034225129554564,21.64498540793892,40.32921345127416,26.059143736007016,26.622529882096458
5,19.074263451911722,24.316528462156597,18.60668527236058,26.764537385778638,20.112522288173487,17.57765003384139,14.333042021117148,14.985302723487617,15.614496280016942,20.849861588371294
6,26.886813107620466,26.627792644367645,22.850918263835336,18.92102138157207,21.45959562863841,20.629004808209185,25.075758205393033,20.028878658704826,26.416615374107288,28.405347542610798
7,28.21110903283298,15.729398973527324,24.765069034686718,25.98302750805228,23.78916264738072,17.38951841029084,16.081851873390647,23.83966660267129,22.28477703459674,15.435253300022286
8,20.317784635991462,18.60347639890608,24.454103056718658,26.091117358488802,44.87678679496139,18.19639268616953,29.60447264872879,21.29984467392196,26.559590581840915,19.600277644669138
9,19.558054441620534,19.54288935027146,22.168375484221666,23.18932546810321,21.074122635883032,23.876992306108285,19.75728882537236,35.57242468911477,34.190112255832744,24.62509024305733
10,33.00742534628068,32.69333683329155,25.871882586856493,20.04418538427166,18.926538352570365,21.49265057339643,23.159388430905544,31.294574640206733,26.753045279109337,20.079197445099506
11,24.19770726998213,18.196402395329635,29.758004551169407,26.7206129863994,18.552481159648053,27.512949761527608,22.288123473272062,23.907588480651206,26.566964422119902,23.590374208654712
12,20.274956819681357,23.67364961728291,27.038296816818146,24.277102089419557,25.425918038324504,23.2606296964618,25.271558686924003,23.878912672224352,21.715761408658942,25.271865905990666
13,18.53398673862049,24.34950614782733,25.340143799090423,24.243016112367144,21.621329204465333,21.865396899070586,20.353997997986177,24.429701532357573,23.918867933699982,26.754824962831286
101,12.173729608769415,25.479497262847694,23.84949755546058,21.36845361571145,4.367614206498009,12.774142907047711,16.317438156901954,6.968115060484786,18.224745458769146,43.5220608273869
301,15.529107736015035,9.030080674115917,23.57838910344462,17.493652830788253,22.427929567956884,8.593482008181551,55.332324774723645,28.10990355231264,19.617872915346616,20.867264404875854
501,8.016580203038568,19.30295639634339,15.016567712969316,19.037306273670712,17.9118162521263,8.01353130295921,23.159890041098947,28.191648683733597,22.77950834116009,23.058652991608692
