,0,1,2,3,4,5,6,7,8,9
1,5.8976325767876165,13.432779623568878,10.24501326555898,11.786806844493311,11.8274624473022,12.732240949042195,8.055969523423126,8.260845836161876,12.52267085369756,5.839935585726572
2,8.662098457804536,4.786045040098204,17.491503964550034,8.588139068646546,5.9664424919513666,10.249843084196703,8.37062158348093,17.23929331919249,5.156053576401566,8.867129614727663
3,6.781829797211454,8.883130115700178,17.028008300376133,8.024722415818431,13.903630479064379,8.340757248948691,8.195928717922563,5.434836191262198,6.655153331893481,6.566539801330412
4,6.780378918531753,6.6886794108609715,6.90576642729004,10.874091758843868,12.119392769608265,9.16085383180435,6.593847732448168,7.468069971155666,7.1498624731536164,7.457244102404847
5,11.333280176003814,7.981103589417062,9.797781082374208,7.393595711369929,6.397690265831073,7.74163890379265,7.818845993827859,11.948900427199803,5.814483701203869,7.734779949800801
6,7.786719901056548,7.341775151009091,9.83325404791272,11.224672353877189,10.384863253494679,9.984974095921375,9.370975103830537,6.923023720741976,8.372241533428282,5.75604015186137
7,7.045056141340552,8.612447935102596,6.2815304468656725,6.703771807668121,9.991524067323716,6.999474071088557,5.980631815298423,9.491216651387527,9.767717765022933,6.215143368352433
8,6.5387610624716626,7.237133591871605,7.041867526856371,7.137069227617504,6.803165375174359,10.243810290008035,9.066529326161252,8.840562422935099,6.436325714489671,8.564166968916718
9,9.235556454170963,8.53785420876742,9.537760773500121,8.775307558666812,8.254588963485334,7.828832280478143,8.771352298645311,9.481063539230025,9.18374129506189,9.244869654908813
10,8.453622162971373,5.994221084945984,8.802245201494856,9.170043419607207,8.611635523150373,8.769947788376314,8.875738819953703,8.998518382841723,8.836799524427885,8.69501718168611
11,8.225352719809843,8.33874369242361,8.467672194995169,8.836346153115489,8.574534903684755,8.454281043755039,6.8522919858699005,9.002012061587044,8.67424941896505,9.021426792664375
12,8.697956985315773,8.291530366202073,8.657452878182587,10.70591225098175,6.671529996247192,7.702333667422003,8.072814631310662,8.173664140165648,8.584767969112482,7.949462499500579
13,8.449198775583868,8.25740838602505,8.3468683138231,8.444873824266532,8.465826445377493,8.607556947829297,8.684125034827021,8.686309681553768,8.572675261718851,8.447090675408175
101,24.774992959949465,27.629041767017764,28.21557655026001,49.28569156088314,14.495157930927986,25.920160797844847,10.719638513518357,23.23110373637156,25.688859019191682,30.013127804432248
301,7.912554273551858,9.45271203978924,11.92608288316686,10.878420430448903,8.25145966497613,13.956641129038601,8.102793177953364,9.045747455303227,12.813621969971908,12.074356400581863
501,10.16947380563656,12.072802790280166,10.070295240158764,14.695453593672346,11.711447477412758,11.657622141615155,7.465548310700819,12.214434007889103,13.823939053864851,12.82405490790794
