,0,1,2,3,4,5,6,7,8,9
1,14.96620911946471,18.030082438091064,12.577601460310945,18.82987946489963,10.51071702389729,14.51524199093323,11.436967268599906,16.074262086157127,10.942484533915607,11.482842229495766
2,14.763103184929118,17.287261437743734,9.225189845586808,12.863047067693314,7.450493625513565,11.123086417185021,14.845661072228005,22.111261126466324,17.896455879961017,15.900819266255882
3,18.03403878837938,16.69509611796611,16.179168404174398,14.813505344133192,20.56432933698312,18.54843995829461,12.003214158767197,14.097354448457606,17.7804923653466,18.687161840810113
4,18.890243918409386,13.863820118900252,12.248303184223342,13.256194658421393,17.959649247990225,13.445483111802552,21.234699980112897,14.144137765061993,13.7298820376938,16.509941235189288
5,14.659905273635838,12.5912938953811,16.595263803828125,13.787978051733873,15.22819721351554,14.712004316157199,12.21944899242415,11.809709411802025,12.949278119003305,12.199732513161994
6,16.512888699286577,10.5171175993428,15.444779548574159,17.640642109973346,20.09329677169479,15.29572040708987,16.056005131627884,13.912371652706927,16.76913703645318,12.092240319542864
7,16.361256038698254,15.329301124715496,13.700185124497574,15.758022593692647,14.77535317971977,16.06586420597955,15.97879571762801,14.558119422656766,14.058506639109623,15.851072115804527
8,14.647335484074285,15.060561919075186,13.85294047565584,14.697834852576943,16.051451162978232,15.002208734292202,15.365753776579371,14.190507054962856,16.765985105781322,13.943532035888307
9,13.845410719510618,15.21399899019632,14.713958653812492,13.554083729573488,15.77982601327049,12.928440515492166,14.890516608602372,14.05569007317177,14.606530305466753,17.010624953053416
10,15.657268491089601,15.969225307577222,16.851248698723737,14.804185951454114,15.58926138678173,14.716058722457944,15.606867472932784,14.562353897292414,16.09937915345895,14.89211190208301
11,13.91595136848387,16.03138437528028,14.453200979201585,14.989221188807829,14.752211599955528,16.041145666594,14.25695119370866,14.312653542395577,15.765513788881215,15.267364877514652
12,14.918428075946002,13.637722227957305,14.663904935350224,14.763836214875234,14.870768305016925,14.56017873684698,15.683038418592483,14.394894648062143,15.651422738279805,15.350880575675777
13,15.170826281174627,15.311035645312296,15.556878081787763,15.551828856702805,15.654216528922579,15.172920326966675,15.017369428407093,15.49839612527705,15.278681561765879,15.35167570389341
101,18.330544404293697,20.783851049422392,50.09099037012422,30.893515568539243,43.03948469679672,25.158776322256493,22.40624981702412,21.8127129180534,39.05754820949906,26.364145983794653
301,16.05751545186704,14.099751678774638,12.19305986357618,19.55159873857659,11.71606366541695,16.50902933072662,14.916826632876809,9.801955532535915,9.473123604036287,13.18593627723865
501,17.883540068598137,28.518507506782655,18.428923243730324,13.342246288520718,13.52622424123929,23.442899714305725,14.107740689285418,16.871753519726624,13.360347007565405,15.233382995766396
