,0,1,2,3,4,5,6,7,8,9
1,0.23535610278708397,0.13975846534464814,0.07981709008023001,0.20965670870278003,0.2339224206444113,0.15578302859352552,0.11447077671469226,0.13439836495402133,0.1395819660717843,0.14316321231670126
2,0.14202343094678854,0.09677900592291575,0.08412654313731129,0.2979468682238002,0.19215621866041666,0.16615466707459217,0.09355223519596881,0.10289753937127621,0.10283641702028284,0.18955221317957086
3,0.20440820384336406,0.15894181421047765,0.2310360616891938,0.26238595877873155,0.1337025662889993,0.16483788234826255,0.2294745472593181,0.13288443629424365,0.2830462474783913,0.1611905561007881
4,0.24129841039244593,0.17261500007241826,0.17005310687474487,0.20587524357214332,0.23032351151848304,0.2281837376313153,0.23295107337370646,0.17251444371170205,0.174538801928084,0.26455479321765935
5,0.23305700232475252,0.20958993349891125,0.15770415041617536,0.15054606302056808,0.16157722241266628,0.19543937591282937,0.14334537890792742,0.1403260409738299,0.19379760629578777,0.1816023550574454
6,0.17790192925998213,0.2383146045888269,0.1620188616946675,0.25599177347840485,0.15699698929390607,0.161600604081715,0.17567156932341463,0.15776182000549374,0.16899349670243413,0.1572406015790806
7,0.1364244337355266,0.22078749736467765,0.19138290666135374,0.21015290507583853,0.2243283079739579,0.1894670474414951,0.21803232288848468,0.17516617886438218,0.23117186543159118,0.17634123862361867
8,0.21176782385580228,0.21522761567741427,0.16438430665685885,0.16080630423704845,0.2402235110701014,0.199293065736673,0.16042747589675754,0.21701484292901238,0.21092500680390702,0.19779202083947828
9,0.22292190836442788,0.19499605127995967,0.19028150371143066,0.19205761577904742,0.1996758473920383,0.18976754803081133,0.20510118851491055,0.2021139070097274,0.16601498730200429,0.1823716517246234
10,0.2212911323164212,0.21579462243370492,0.19134235463377536,0.16853780887257086,0.21427414858333751,0.20248344975493213,0.22329212567069912,0.2252969909434278,0.22234708000884099,0.16873057464683422
11,0.1911784890864356,0.21327375649117053,0.19386763449265562,0.20962351827980827,0.18787997812863771,0.20952560380955107,0.19850629758612925,0.21075753609752815,0.19852113720564477,0.19766640182660628
12,0.19148692626219702,0.1812763728485069,0.1970603805704424,0.19714723838447518,0.19135994508011767,0.19208955214351897,0.1930670410289348,0.2013270348349769,0.21121442184415987,0.19769724519782694
13,0.2036181346746971,0.2126781456157918,0.20899200607866106,0.19610548004381792,0.1999702623381766,0.19422390734576678,0.19235714221863925,0.20381465025662762,0.19093617064888402,0.19616660652309367
101,0.08679489601561519,0.020838222537801127,0.1621728848364786,0.014117328090626057,0.19982766822185266,0.2605152120499665,0.03008900408898548,0.01857747231812624,0.023809153418606503,0.07616076772944826
301,0.049263237686803234,0.12824838981391554,0.0025410929762250374,0.018407964273836466,0.022539048399439203,0.0063582699769749815,0.022810063900900297,0.08047341143367498,0.007790299088379487,0.02150658005571788
501,0.01572555276604292,0.033651962942660076,0.037126555256430466,0.08605401627732093,0.033376549437457416,0.022440105373640825,0.031126919613946348,0.04112350294182339,0.03419245317593873,0.023464081443537524
