,0,1,2,3,4,5,6,7,8,9
1,0.41876381896923687,0.6793698924178908,0.5907672950216531,0.7597750574252858,0.421820752551898,0.6830431329127447,0.779732803781083,0.7000894706960255,0.6295485925344008,1.0704972694411796
2,0.5023962962616875,0.5577981396518368,0.7554837669214707,0.6858765529066586,0.9223084305321031,0.8618950536073597,0.8257461651780278,0.5777501304771988,0.5480914525284204,0.7403132263618332
3,1.0014164397483183,0.545483262102769,1.158723544915016,1.0574291951393326,1.1021039140216145,0.9851819334451477,1.204575694292471,1.1918293898241898,0.8366345747807313,1.2279722842222294
4,1.0717757446915819,0.8027895970988552,1.184296592254241,1.2311991791723813,1.1215454580384199,1.1183627855403162,1.30522718231578,1.020857363053545,1.307776511195923,1.2260860007363257
5,1.454961392114877,1.2012498795699023,0.9962718942112292,1.3375466568727403,1.1381077836383242,1.7802073647313201,1.1041851549351112,1.2800047845404332,1.4686014542563945,1.180431101638796
6,1.4280630693003489,1.6538284026476655,1.4722110717837449,1.6949523538438585,1.1230154696498686,1.251596869802553,1.2851130879471944,1.144771890323005,1.5756664990039682,1.3772225120943624
7,1.2228498320902441,1.2347209443699951,1.565643750973947,1.520036561166112,1.6085870126485304,1.8362174200972856,1.716280956510607,1.5195546041572685,1.6526863396504528,1.7867592737303974
8,1.6060384566538937,2.0553849770565513,1.7841317544538462,1.8691720495623858,1.7423433848537975,1.555224759404752,1.5359232117796324,2.156436271522779,1.9025345376919824,1.5592821579219542
9,1.6816434547899766,1.7450891004417208,2.0792399767579597,1.8245153270538261,1.8280232497489086,1.77411506074131,1.8607871731940706,1.4904314072624,1.5657641585905524,1.6794535010707077
10,1.9821993116424008,1.9670363429215922,1.9684879709008976,1.7857138210412136,1.7786064616436585,1.8782090754895853,2.2281774377329424,2.110979683243011,2.08537422166919,1.9136441359000844
11,2.0636138426703594,2.0468648314168862,1.9786544419965248,2.033266095072211,2.004227969054179,1.968102417536055,2.0279412752829686,2.106234089989043,2.0483115701761783,2.01539354527239
12,2.2516788395116376,2.1936873387846987,2.09058890116552,2.022522535824925,2.1792369739049793,2.130212377244857,2.065852502686468,2.015462960093117,2.1444840342481917,2.1831519018994046
13,2.203070159399712,2.251249701645471,2.2090021046236754,2.1943107072791332,2.2241093222799813,2.255722905132307,2.241448857341841,2.2610314773398645,2.1720555350577992,2.2309230319859736
101,0.08418813976672318,0.3100139932671867,0.062379323457747986,0.35538682538676847,0.10730963994266518,1.1463385968697444,0.024423440856739632,0.2509352955850961,0.37214851287324047,0.3545374631423212
301,0.025437645958650782,0.2321677242782129,0.07171123376730804,0.026414514668883515,0.06521155494978,0.2995801265908749,0.06774209229894769,0.0685361872517709,0.35022687790984436,0.06551784594465683
501,0.3320851943350473,0.06334306852339947,0.08345826819515746,0.07835606753204784,0.09179263656662356,0.08325045265349174,0.05853300684534977,0.2291353333208429,0.07070517543945078,0.06898974279518819
