,0,1,2,3,4,5,6,7,8,9
1,9.349545215666117,5.71641967937265,11.920979985323159,9.679965746118977,9.042341417480374,4.238482936499422,8.158553937564099,11.485768324099444,10.58158580948869,7.56516228335833
2,8.485922996496807,5.849790325783887,9.303480307116306,9.015340698225014,9.178974902147633,7.344614809602317,6.231874684794769,9.601958391612593,8.770242582637888,7.946287103605037
3,8.606679892986346,4.729294963986562,5.922562315106529,5.198091420060674,4.738901687989187,8.096291644706636,6.612994468909634,5.744529952851508,5.812955469166707,6.624063720934399
4,4.368850539513459,5.250796743878599,4.180222152158915,4.184188477861286,5.286026520609356,4.321452577529542,4.528247856009505,7.166630576771285,4.892679660567593,4.5049424620103755
5,3.9264000935221572,5.202517740456416,4.422663377387427,5.070341170125758,3.82557594474675,4.691070781325902,4.733360443870771,4.42920725759951,3.8686408562141845,4.901500064458783
6,4.669044288096145,4.589627506566322,3.4816523473281804,4.518139781430333,4.185690975292203,4.279440460950106,4.691327914394598,3.8828282971068115,4.912301209789204,4.411672096774321
7,3.380653426424399,3.2567891685336336,4.263327582682196,3.837802180029724,3.55620633085263,3.8266486848899,7.438136298871363,3.6008201656406396,3.951425382986308,4.153667964743983
8,3.612752114248811,3.4705041736940068,4.165243465399195,3.868936320848987,4.149715106162284,3.694820799588431,4.806528167734986,3.3771771294603536,4.220291468606742,3.442759298299945
9,3.5920477196909957,3.7679565279447993,3.638330633408887,3.1758388360536105,3.7012412300859427,3.5498188728472693,3.489212655264905,3.5986792737750104,3.459216233087128,3.4440657268464605
10,4.57976579490192,3.9529463655761985,3.1523186724070205,3.499305380913592,3.2944341693361627,3.440642385776005,4.041601210117629,3.9400085811070555,3.4729961780426986,3.7606273845360136
11,3.606660026004341,3.6531589542426373,3.1669383424997157,3.1462223180681588,3.2192671080265707,3.3180162825805204,3.4650927997910177,3.78453498913984,3.5041175999837453,3.340268833995052
12,3.436990259673858,3.2029283889048297,3.69552246566939,3.0505761957740765,3.185053619857582,3.3433288465370485,3.3570234872908937,3.3293021290890668,3.524661075921913,2.8945195315211016
13,3.2700732729807918,3.3974207995598533,3.5107582077630735,3.6274055979162925,3.3505457942753796,3.85647171412543,3.6946230720735316,3.1529638504471036,3.583296655125068,3.2716290065742064
101,31.77675687876873,22.807049058653647,26.319454126161084,16.665698375528503,21.53852273913071,9.115718261609656,27.96458072597605,16.876895850331707,38.3914470890857,37.172239735340916
301,10.553269779211327,11.369266646360824,5.783928726577772,7.844798771180167,8.112841664719523,7.75136716062072,14.15235926363532,11.965768759189345,24.49042480377685,15.736010413453696
501,8.358139639768249,13.48500376537192,8.52140073551236,8.322696216524077,10.871687563664333,11.942633619219277,16.974787586684947,11.42548537711071,11.479021269699377,12.07095196191055
